name,address,city,country,postcode,state,categories,menu item,item value,currency,item description
Drkula's 32 Bowl,6710 Cahill Ave,Inver Grove Heights,US,55076,South St Paul,"American Restaurant, Event Space, and Bar,American Restaurant,Event Space,Bar",Cheese Pizza,12.95,USD,
Drkula's 32 Bowl,6710 Cahill Ave,Inver Grove Heights,US,55076,South St Paul,"American Restaurant, Event Space, and Bar,American Restaurant,Event Space,Bar",Cheese Pizza,,,
Drkula's 32 Bowl,6710 Cahill Ave,Inver Grove Heights,US,55076,South St Paul,"American Restaurant, Event Space, and Bar,American Restaurant,Event Space,Bar",Deluxe Pizza,13.95,USD,
Drkula's 32 Bowl,6710 Cahill Ave,Inver Grove Heights,US,55076,South St Paul,"American Restaurant, Event Space, and Bar,American Restaurant,Event Space,Bar",Deluxe Pizza,,,
Drkula's 32 Bowl,6710 Cahill Ave,Inver Grove Heights,US,55076,South St Paul,"American Restaurant, Event Space, and Bar,American Restaurant,Event Space,Bar",Meat Lovers Pizza,13.95,USD,
Drkula's 32 Bowl,6710 Cahill Ave,Inver Grove Heights,US,55076,South St Paul,"American Restaurant, Event Space, and Bar,American Restaurant,Event Space,Bar",Meat Lovers Pizza,,,
Drkula's 32 Bowl,6710 Cahill Ave,Inver Grove Heights,US,55076,South St Paul,"American Restaurant, Event Space, and Bar,American Restaurant,Event Space,Bar",Pepperoni Pizza,12.95,USD,
Drkula's 32 Bowl,6710 Cahill Ave,Inver Grove Heights,US,55076,South St Paul,"American Restaurant, Event Space, and Bar,American Restaurant,Event Space,Bar",Pepperoni Pizza,,,
Drkula's 32 Bowl,6710 Cahill Ave,Inver Grove Heights,US,55076,South St Paul,"American Restaurant, Event Space, and Bar,American Restaurant,Event Space,Bar",Sausage Pizza,12.95,USD,
Drkula's 32 Bowl,6710 Cahill Ave,Inver Grove Heights,US,55076,South St Paul,"American Restaurant, Event Space, and Bar,American Restaurant,Event Space,Bar",Sausage Pizza,,,
Papa John's Pizza,1407 E Main St,Cherryville,US,28021,NC,Pizza Place,Add To Large Pizzas,20.99,USD,
Papa John's Pizza,1407 E Main St,Cherryville,US,28021,NC,Pizza Place,Any Large Pizza,12,USD,"With up to 5 toppings, including specialties"
Papa John's Pizza,1407 E Main St,Cherryville,US,28021,NC,Pizza Place,Medium Pizza Offers,21,USD,Three medium three topping pizzas
Villa Rose Pizza,1114 N State Road 7,Broward County,US,,FL,Pizza Place,Individual Cheese Pizza,4.95,USD,
Mama's Bakery Pizza & Salad Bar,800 Nicollet Mall,Minneapolis,US,55402,MN,"Pizza Place,Restaurants,Pizza Place Downtown West,Bakeries,Pizza",Cheese Pizza,6.99,USD,With Alfredo sauce.
Mellow Mushroom Pizza Bakers,16000 Stuebner Airline Rd,Spring,US,77379,TX,"Pizza Place and Bar,Bar,Pizza Place",Build Your Own Pizza,,,"Choose any base and build your own delectable vegan pie from our array of fruits, vegetables and vegan proteins."
Mellow Mushroom Pizza Bakers,16000 Stuebner Airline Rd,Spring,US,77379,TX,"Pizza Place and Bar,Bar,Pizza Place",Cheese Pizza,,,
Mellow Mushroom Pizza Bakers,16000 Stuebner Airline Rd,Spring,US,77379,TX,"Pizza Place and Bar,Bar,Pizza Place",French Bread Pizza,,,Choose Cheese or Pepperoni.
Mellow Mushroom Pizza Bakers,16000 Stuebner Airline Rd,Spring,US,77379,TX,"Pizza Place and Bar,Bar,Pizza Place",Gluten Free Veg Out Pizza,,,"Red sauce base, spinach, green peppers, mushrooms, onions, black olives and tomatoes."
Mellow Mushroom Pizza Bakers,16000 Stuebner Airline Rd,Spring,US,77379,TX,"Pizza Place and Bar,Bar,Pizza Place",Pizza Base,,,
Mellow Mushroom Pizza Bakers,16000 Stuebner Airline Rd,Spring,US,77379,TX,"Pizza Place and Bar,Bar,Pizza Place",Thai Dye Pizza,,,"Olive oil and garlic base, Roma tomatoes, onions. Topped with fresh basil, cucumbers and a sweet swirl of Thai chili sauce. Substitute curry tofu for chicken."
Life Is Good Store,Thames St,Newport,US,2840,RI,Department Store,All White Pizza,3.99,USD,"Mozzarella, parmigiano, ricotto, Italian fontina and fresh basil"
Life Is Good Store,Thames St,Newport,US,2840,RI,Department Store,Hawaiian Pizza,3.99,USD,"Tomato sauce, mozzarella, ham and pineapple"
Life Is Good Store,Thames St,Newport,US,2840,RI,Department Store,Lasagna Pizza,3.99,USD,"Tomato sauce, mozzarella, fontina, parmigiano, garlic, basil, ground beef, ricotto"
Life Is Good Store,Thames St,Newport,US,2840,RI,Department Store,Lobster Pizza,16.45,USD,
Blackfinn American Grille,4840 Big Island Dr,Jacksonville,US,32246,FL,"American Restaurant,Music Venue,Sports Bar",French Bread Pizza,,,
Piara Pizza,1664 Indian Hill Blvd,Pomona,US,91767,CA,Pizza Place,Large Cheese Pizza,5,USD,Large cheese pizza
Piara Pizza,1664 Indian Hill Blvd,Pomona,US,91767,CA,Pizza Place,Large Hawaiian Pizza,8.5,USD,Ham and pineapple
Piara Pizza,1664 Indian Hill Blvd,Pomona,US,91767,CA,Pizza Place,Large Meatlover Pizza,11.99,USD,"Pepperoni, ham, bacon and Italian sausage"
Piara Pizza,1664 Indian Hill Blvd,Pomona,US,91767,CA,Pizza Place,Large Pepperoni Pizza,5,USD,Large one topping pepperoni pizza
Piara Pizza,1664 Indian Hill Blvd,Pomona,US,91767,CA,Pizza Place,Large Supreme Pizza,11.99,USD,"Pepperoni mushrooms, green pepper onions, Italian sausage, black olives"
Piara Pizza,1664 Indian Hill Blvd,Pomona,US,91767,CA,Pizza Place,Large Veggie Pizza,11.99,USD,"Mushrooms, green pepper, onions black olives, tomatoes"
Marcos Pizza,3910 Schofield Ave,Schofield,US,54476,WI,"Pizza Place,Restaurants",Classic Cheese Pizza,15.99,USD,
Marcos Pizza,3910 Schofield Ave,Schofield,US,54476,WI,"Pizza Place,Restaurants",Crispy Thin Cheese Pizza,12.99,USD,
Marcos Pizza,3910 Schofield Ave,Schofield,US,54476,WI,"Pizza Place,Restaurants",Deep Pan Pizza,12.99,USD,Deep pan pizza with our italian freshness
Marcos Pizza,3910 Schofield Ave,Schofield,US,54476,WI,"Pizza Place,Restaurants",Pizza Sub,5.99,USD,"Pepperoni, cheese and sauce"
Marcos Pizza,3910 Schofield Ave,Schofield,US,54476,WI,"Pizza Place,Restaurants",Side of Pizza Sauce,0.59,USD,
Pat's Pizza,791 Us 1,Yarmouth,US,4096,ME,Pizza Place,Chicken Fajita Pizza,7.9,USD,
Pat's Pizza,791 Us 1,Yarmouth,US,4096,ME,Pizza Place,Pizza Sticks,2.99,USD,
Puerto Vallarta Mexican Restaurant,3207 N Pleasantburg Dr,Greenville,US,29609,SC,"Mexican Restaurants,Spanish Restaurants,Latin American Restaurants,Restaurants",Chocolate Chip Pizza,,,
Puerto Vallarta Mexican Restaurant,3207 N Pleasantburg Dr,Greenville,US,29609,SC,"Mexican Restaurants,Spanish Restaurants,Latin American Restaurants,Restaurants",Mexican Pizza,11.25,USD,
Morina's Italian Restaurant,2006 S Pine St,Cabot,US,72023,AR,"Italian Restaurants,Mediterranean Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Buffalo Chicken Pizza,,,"Grilled chicken breast, hot sauce and fresh onions with provolone, american and cheddar cheeses on a cheesy cheddar crust."
Morina's Italian Restaurant,2006 S Pine St,Cabot,US,72023,AR,"Italian Restaurants,Mediterranean Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Cali Chicken Bacon Ranch Pizza,,,
Morina's Italian Restaurant,2006 S Pine St,Cabot,US,72023,AR,"Italian Restaurants,Mediterranean Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Fiery Hawaiian Pizza,,,
Morina's Italian Restaurant,2006 S Pine St,Cabot,US,72023,AR,"Italian Restaurants,Mediterranean Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Honolulu Hawaiian Pizza,,,
Morina's Italian Restaurant,2006 S Pine St,Cabot,US,72023,AR,"Italian Restaurants,Mediterranean Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Memphis Bbq Chicken Pizza,,,
Morina's Italian Restaurant,2006 S Pine St,Cabot,US,72023,AR,"Italian Restaurants,Mediterranean Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Pacific Veggie Pizza,,,
Morina's Italian Restaurant,2006 S Pine St,Cabot,US,72023,AR,"Italian Restaurants,Mediterranean Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Philly Cheese Steak Pizza,,,"Tender slices of steak, fresh onions, fresh green peppers and fresh mushrooms with provolone and american cheeses on a cheesy provolone crust."
Morina's Italian Restaurant,2006 S Pine St,Cabot,US,72023,AR,"Italian Restaurants,Mediterranean Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Pizza,,,"A custom pizza made to order. choose from any of our delicious crust styles, including handmade pan."
Morina's Italian Restaurant,2006 S Pine St,Cabot,US,72023,AR,"Italian Restaurants,Mediterranean Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Pizza Crusts,,,"Hand tossed, handmade pan, crunchy thin crust, brooklyn style, gluten free crust."
Morina's Italian Restaurant,2006 S Pine St,Cabot,US,72023,AR,"Italian Restaurants,Mediterranean Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Wisconsin 6 Cheese Pizza,,,
Lucia of Greenlake,7102 Woodlawn Ave N E,Seattle,US,98115,Wedgwood,Restaurant,Margherita Pizza 6 Calamari Fritti,7,USD,
Pasta Brioni,4416 N Miller,Scottsdale,US,85251,AZ,Restaurant,Cheese Pizza,,,
Pizza Factory,100 N White Mountain Rd,Show Low,US,85901,AZ,"Restaurant,Restaurants,Sandwich Shops,Pasta,Pizza",Mini Pizza One Topping,5.75,USD,
Pizza Factory,100 N White Mountain Rd,Show Low,US,85901,AZ,"Restaurant,Restaurants,Sandwich Shops,Pasta,Pizza",Pizza Bread,3,USD,
Papa John's Pizza,8251 W Union Hills Dr,Glendale,US,85308,AZ,"Take Out Restaurants,Restaurants,Pizza,Pizza Place",Add To Large Pizzas,20.99,USD,
Papa John's Pizza,8251 W Union Hills Dr,Glendale,US,85308,AZ,"Take Out Restaurants,Restaurants,Pizza,Pizza Place",Any Large Pizza,12,USD,"With up to 5 toppings, including specialties"
Papa John's Pizza,8251 W Union Hills Dr,Glendale,US,85308,AZ,"Take Out Restaurants,Restaurants,Pizza,Pizza Place",Medium Pizza Offers,21,USD,Three medium three topping pizzas
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",Bbq Chicken Pizza,8.99,USD,"Chicken, BBQ sauce, red onions, cilantros, mozzarella cheese"
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",Chicken Delight Pizza,8.99,USD,"Creamy garlic sauce, chunks of chicken, tomatoes, chopped garlic and mozzarella cheese"
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",Deluxe Pizza,8.99,USD,"Pepperoni, sausage, meatballs, mushrooms, green peppers, onions and black olives"
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",Eggplant Delight Pizza,8.99,USD,"Fresh eggplant, italian sausage, mozzarella cheese, onions and fresh tomatoes"
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",Garlic Chicken Pizza,8.99,USD,"Creamy garlic sauce, chunks of chicken, fresh tomatoes, onions, mozzarella cheese"
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",Garlic Delight Pizza,8.99,USD,"Creamy garlic sauce, pepperoni, sausage, tomatoes, cropped garlic and mozzarella cheese"
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",Giant Cheese Pizza,15.99,USD,Classic cheese or create your own pizza
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",Hawaiian Delight Pizza,8.99,USD,"Canadian bacon, ham, pineapple and extra cheese"
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",Jumbo Cheese Pizza,11.99,USD,Classic cheese or create your own pizza
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",Large Cheese Pizza,10.99,USD,Classic cheese or create your own pizza
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",Margherita Pizza,8.99,USD,"Fresh basil, fresh garlic, fresh tomatoes and mozzarella cheese"
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",Meat Eaters Pizza,8.99,USD,"Pepperoni, sausage, ham, ground beef, canadian bacon"
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",Medium Cheese Pizza,8.99,USD,Classic cheese or create your own pizza
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",Personal Cheese Pizza,6.99,USD,Classic cheese or create your own pizza
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",Pesto Chicken Pizza,8.99,USD,"Pesto sauce, grilled chicken, red onions and mozzarella cheese"
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",Veggie Alfredo Pizza,8.99,USD,"Creamy garlic sauce, mushrooms, tomatoes, red onions, artichoke hearts and mozzarella cheese"
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",Veggie Pizza,8.99,USD,"Mushrooms, green peppers, tomatoes, onions and black olives"
Ameci Pizza & Pasta,25431 Trabuco Rd,Lake Forest,US,92630,CA,"Pizza Place,Restaurant",White Knight Pizza,8.99,USD,"Ricotta cheese, fresh tomatoes, fresh garlic, oregano and mozzarella cheese"
La China Poblana,556 State Route 18,East Brunswick,US,8816,NJ,"Restaurant,Caterers,Restaurants",Hawaiian Pizza,6.75,USD,
La China Poblana,556 State Route 18,East Brunswick,US,8816,NJ,"Restaurant,Caterers,Restaurants",Mexican Pizza,6.95,USD,
La China Poblana,556 State Route 18,East Brunswick,US,8816,NJ,"Restaurant,Caterers,Restaurants",Pepperoni Pizza,6.25,USD,
La China Poblana,556 State Route 18,East Brunswick,US,8816,NJ,"Restaurant,Caterers,Restaurants",Plain Cheese Pizza,5.5,USD,
La China Poblana,556 State Route 18,East Brunswick,US,8816,NJ,"Restaurant,Caterers,Restaurants",Sausage Pizza,6.5,USD,
La China Poblana,556 State Route 18,East Brunswick,US,8816,NJ,"Restaurant,Caterers,Restaurants",White Pizza,6.25,USD,
Michael's Cuisine,3413 W 7th St,Fort Worth,US,76107,TX,Restaurant,An Individual Classic Sirloin Pizza,11,USD,
Michael's Cuisine,3413 W 7th St,Fort Worth,US,76107,TX,Restaurant,An Individual Margherita Pizza,9,USD,
Michael's Cuisine,3413 W 7th St,Fort Worth,US,76107,TX,Restaurant,Classic Sirloin Pizza,16,USD,
Michael's Cuisine,3413 W 7th St,Fort Worth,US,76107,TX,Restaurant,Margherita Pizza,16,USD,
Michael's Cuisine,3413 W 7th St,Fort Worth,US,76107,TX,Restaurant,Pepperoni Mushroom Pizza,16,USD,
Michael's Cuisine,3413 W 7th St,Fort Worth,US,76107,TX,Restaurant,Pesto Chicken Pizza,16,USD,"Fresh Basil Pesto, With Shredded Smoked Chicken Breast And Fresh Basil."
Michael's Cuisine,3413 W 7th St,Fort Worth,US,76107,TX,Restaurant,Three Guys Pizza,16,USD,
Brio Tuscan Grille - Puerto Rico,1000 Mall Of San Juan Blvd,San Juan,US,924,Alt De Berwind,Restaurant,Sausage Onion Jam Pizza,8.95,USD,"Boursin, mozzarella, arugula, parmesan"
Pino's On Main Pizza,2511 N Main St,Rockford,US,61103,IL,"Pizza,Party & Event Planners,Caterers,Convention Services & Facilities,Banquet Halls & Reception Facilities,Party Planning,Restaurants",Pizza Bread,4.55,USD,
Pino's On Main Pizza,2511 N Main St,Rockford,US,61103,IL,"Pizza,Party & Event Planners,Caterers,Convention Services & Facilities,Banquet Halls & Reception Facilities,Party Planning,Restaurants",Pizza Special,13.7,USD,Includes all above Items
Pino's On Main Pizza,2511 N Main St,Rockford,US,61103,IL,"Pizza,Party & Event Planners,Caterers,Convention Services & Facilities,Banquet Halls & Reception Facilities,Party Planning,Restaurants",Stuffed Pizza (add),2.95,USD,
Pino's On Main Pizza,2511 N Main St,Rockford,US,61103,IL,"Pizza,Party & Event Planners,Caterers,Convention Services & Facilities,Banquet Halls & Reception Facilities,Party Planning,Restaurants",Taco Pizza,12.75,USD,
Delosa's Pizza,12800 Village Blvd,Saint Petersburg,US,33708,North Redington Beach,"Pizza Place and Italian Restaurant,Italian Restaurant,Pizza Place",Pizza Burger W Fries,6.99,USD,
Delosa's Pizza,12800 Village Blvd,Saint Petersburg,US,33708,North Redington Beach,"Pizza Place and Italian Restaurant,Italian Restaurant,Pizza Place",Pizza Steak,7.99,USD,
San Remo Pizza,7575 Buckley Rd,Syracuse,US,13212,Syr,"Take Out Restaurants,Caterers,Restaurants,Pizza,Pizza Place",Cheese Pizza,10.99,USD,
Obed & Isaac's Microbrewery and Eatery,500 S 6th St,Springfield,US,62701,IL,Brewery and American Restaurant,Fig Pizza,12,USD,
Antoni's Italian Cafe,1118 Coolidge Blvd,Lafayette,US,70503,LA,"Italian Restaurant,Mediterranean Restaurants,Caterers,Restaurants,Italian Restaurants,Pizza",Create Your Own Pizza,,,
Brixx,5110 Washington Ave,Houston,US,77007,TX,"Bar,Cocktail Bar,Bar and Cocktail Bar Washington Avenue - Memorial Park",Pizza and Pitcher,10,USD,
Johnny Carino's,2159 Burke St,Bozeman,US,59718,MT,Italian Restaurant,Create Your Own Pizza,11.99,USD,
Max Brenner Chocolate Bar,1 Garden State Plz,Paramus,US,7652,NJ,Dessert Shop,Chocolate Chunks Pizza,5.95,USD,Melting milk and white chocolate chunks with toasted marshmallows
El Rey Burrito Lounge,1031 E Fairview Ave,Montgomery,US,36106,AL,"Bars Pubs,Bars Clubs,Taverns,Restaurants,Mexican Restaurants,Bar and Grills,Bars,Vegetarian Restaurants,Latin American Restaurants,Vegetarian / Vegan Restaurant,Bars & Clubs,Bars & Pubs,Bar,Mexican Restaurant,Mexican Restaurant, Vegetarian / Vegan Restaurant, and Bar Old Cloverdale,Mexican Restaurant, Vegetarian / Vegan Restaurant, and Bar",Pizza Delmar,9.95,USD,Fresh steamed vegetables on a flour tortilla with marinara sauce topped with mozzarella cheese
Taste of Tuscany,7753 Roseville Rd,Sacramento,US,95842,CA,"Restaurants,Catering,Italian Restaurant",Simply Pizza,5.99,USD,
Ak Diamonds,Old South Rd,Nantucket,US,,MA,"American Restaurant,Sports Bar,American Restaurant and Sports Bar",Bbq Chicken Pizza,12.99,USD,
Ak Diamonds,Old South Rd,Nantucket,US,,MA,"American Restaurant,Sports Bar,American Restaurant and Sports Bar",Blt Pizza,12.99,USD,
Ak Diamonds,Old South Rd,Nantucket,US,,MA,"American Restaurant,Sports Bar,American Restaurant and Sports Bar",Grilled Margherita Pizza,11.99,USD,"Homemade tomato jam, basil, fresh mozzarella, grilled crust, balsamic drizzle."
Ak Diamonds,Old South Rd,Nantucket,US,,MA,"American Restaurant,Sports Bar,American Restaurant and Sports Bar",Pepperoni Pizza,10.99,USD,House made 12 inch personal pizza.
Ak Diamonds,Old South Rd,Nantucket,US,,MA,"American Restaurant,Sports Bar,American Restaurant and Sports Bar",Vegetable Pizza,11.99,USD,"Spinach, artichokes, tomatoes, kalamatas, mozzarella, fresh ricotta."
Anania's,323 Broadway,South Portland,US,4106,So Portland,Deli / Bodega and Convenience Store,Pizza Sauce,6.99,USD,
Papa John's Pizza,400 Us 130,E Windsor,US,,NJ,Pizza Place,Add To Large Pizzas,20.99,USD,
Papa John's Pizza,400 Us 130,E Windsor,US,,NJ,Pizza Place,Any Large Pizza,12,USD,"With up to 5 toppings, including specialties"
Papa John's Pizza,400 Us 130,E Windsor,US,,NJ,Pizza Place,Medium Pizza Offers,21,USD,Three medium three topping pizzas
I.talia,2505 4th Ave W,Olympia,US,98502,WA,"Pizza Place,Italian Restaurant",Cheese Pizza,8.99,USD,
I.talia,2505 4th Ave W,Olympia,US,98502,WA,"Pizza Place,Italian Restaurant",Ham and Pineapple Pizza,10.5,USD,"Organic tomato sauce, mozzarella, rosemary ham, and pineapple,"
I.talia,2505 4th Ave W,Olympia,US,98502,WA,"Pizza Place,Italian Restaurant",Pepperoni Pizza,10.5,USD,
I.talia,2505 4th Ave W,Olympia,US,98502,WA,"Pizza Place,Italian Restaurant",Pizza Al Pesto,10.99,USD,"Basil pesto, fresh mozzarella, laura chenel goat cheese, pine nuts, and local mashed chicken"
I.talia,2505 4th Ave W,Olympia,US,98502,WA,"Pizza Place,Italian Restaurant",Start With A Cheese Pizza,8.99,USD,"Kalamata olives, spinach, roma tomatoes, sun dried tomatoes, roasted garlic, roasted onions, pear, pineapple, artichoke hearts, basil pesto, black olives, portobella mushrooms, roasted red peppers"
Thurmans To Go,14950 Broad At,Reynoldsburg,US,43068,OH,American Restaurant,Pepperoni or Mushroom Pizza Burger,9.29,USD,"Covered with pepperoni or mushrooms, mozzarella, marinara lettuce, tomato, and onion"
Thurmans To Go,14950 Broad At,Reynoldsburg,US,43068,OH,American Restaurant,Pizza Rolls,5.49,USD,
Thurmans To Go,14950 Broad At,Reynoldsburg,US,43068,OH,American Restaurant,White Pizza Thin,,,
Italian Pizza & Subs,3711 Peppermill Dr N,Wilson,US,27896,NC,"Italian Restaurant,Italian Restaurant and Pizza Place,Pizza Place",Pizza Steak,5.75,USD,"Steak, Mozzarella Cheese, and Tomato Sauce"
Italian Pizza & Subs,3711 Peppermill Dr N,Wilson,US,27896,NC,"Italian Restaurant,Italian Restaurant and Pizza Place,Pizza Place",Slice of Cheese Pizza and Fries,3.99,USD,
Italian Pizza & Subs,3711 Peppermill Dr N,Wilson,US,27896,NC,"Italian Restaurant,Italian Restaurant and Pizza Place,Pizza Place",Stuffed Pizza,7.99,USD,
Ruscello - Nordstrom Mayfair,2424 N Mayfair Rd,Milwaukee,US,53226,WI,Restaurant,Margherita Pizza,11.25,USD,"roma tomatoes, garlic oil, fresh basil, mozzarella, parmesan and aged provolone cheeses"
Ruscello - Nordstrom Mayfair,2424 N Mayfair Rd,Milwaukee,US,53226,WI,Restaurant,Pepperoni Mushroom Pizza,11.95,USD,"sweet tomato sauce, fresh basil, oregano, mozzarella and aged provolone cheeses"
Ruscello - Nordstrom Mayfair,2424 N Mayfair Rd,Milwaukee,US,53226,WI,Restaurant,Pizza Di Parma,11.95,USD,"spinach, fresh herbs, sweet tomato sauce, mozzarella, aged provolone and parmesan cheeses, arugula salad, thinly sliced prosciutto"
Escape From New York Pizza,831 Middlefield Rd,Redwood City,US,94063,CA,"Pizza Place,Restaurant",1 Topping Pizza,13,USD,
Escape From New York Pizza,831 Middlefield Rd,Redwood City,US,94063,CA,"Pizza Place,Restaurant",2 Toppings Pizza,23.75,USD,
Escape From New York Pizza,831 Middlefield Rd,Redwood City,US,94063,CA,"Pizza Place,Restaurant",3 Toppings Pizza,25.75,USD,
Escape From New York Pizza,831 Middlefield Rd,Redwood City,US,94063,CA,"Pizza Place,Restaurant",4 Toppings Pizza,17.5,USD,
Escape From New York Pizza,831 Middlefield Rd,Redwood City,US,94063,CA,"Pizza Place,Restaurant",Cheese Pizza,11.5,USD,
Escape From New York Pizza,831 Middlefield Rd,Redwood City,US,94063,CA,"Pizza Place,Restaurant",Prima Pizza,14.5,USD,
Pasquale's,224 Harper Park Dr,Beckley,US,25801,WV,"Mediterranean Restaurants,Caterers,Restaurants,Bar & Grills,Italian Restaurants,Pizza,Italian Restaurant",Pizza Sub,5.95,USD,
Pasquale's,224 Harper Park Dr,Beckley,US,25801,WV,"Mediterranean Restaurants,Caterers,Restaurants,Bar & Grills,Italian Restaurants,Pizza,Italian Restaurant",White Pizza,9.25,USD,
Ciminos,421 Challenge St,Freeport,US,61032,IL,Italian Restaurant,Americana Pizza Pocket,6.95,USD,Stuffed with ham and american cheese and topped with butter and garlic.
Ciminos,421 Challenge St,Freeport,US,61032,IL,Italian Restaurant,Flatbread Pizza,7.75,USD,"Buffalo mozzarella, fresh basil and tomatoes served on flatbread pizza"
Ciminos,421 Challenge St,Freeport,US,61032,IL,Italian Restaurant,Italiano Pizza Pocket,7.95,USD,"Stuffed with salami, mortadella, ham and provolone cheese and topped with garlic and butter."
Ciminos,421 Challenge St,Freeport,US,61032,IL,Italian Restaurant,Pizza Cheese Stix,6.95,USD,"12 inch pizza dough baked with garlic, cheese and sprinkled with cimino spices. Served with marinara for dipping"
Slugger's Pizzeria,701 N Queen St,Lancaster,US,17603,Manor Ridge,Pizza Place and American Restaurant,100 Pound Pizza,16.59,USD,
Slugger's Pizzeria,701 N Queen St,Lancaster,US,17603,Manor Ridge,Pizza Place and American Restaurant,Buffalo Chicken Pizza,14.99,USD,Served with your choice of Ranch or Blue Cheese Dressing.
Slugger's Pizzeria,701 N Queen St,Lancaster,US,17603,Manor Ridge,Pizza Place and American Restaurant,Pizza By The Slice,1.99,USD,
Prime De Leon,33 Patio De Leon,Fort Myers,US,33901,Fmy,"Seafood Restaurant,Steakhouse,Sports Bar",Flat Bread Pizza of The Day,10,USD,inquire with your server about our flat bread of the day
The Pizza Joint,2402 N High St,Columbus,US,43202,OH,Pizza Place,Bacon Cheese Fry Pizza,16,USD,"Bacon, french fries, extra cheese, ranch"
The Pizza Joint,2402 N High St,Columbus,US,43202,OH,Pizza Place,Bacon Cheeseburger Pizza,16,USD,"Beef, bacon, xtra cheese, cheddar cheese"
The Pizza Joint,2402 N High St,Columbus,US,43202,OH,Pizza Place,Bbq Chicken Pizza,16,USD,
The Pizza Joint,2402 N High St,Columbus,US,43202,OH,Pizza Place,Blazing Saddles Pizza,16,USD,"Chicken tenders, steak, hot sauce, jalapenos, bbq, crushed red pepper"
The Pizza Joint,2402 N High St,Columbus,US,43202,OH,Pizza Place,Blockhead Pizza,16,USD,
The Pizza Joint,2402 N High St,Columbus,US,43202,OH,Pizza Place,Buffalo Chicken Pizza,16,USD,"Chicken, buffalo sauce, bleu cheese dressing"
The Pizza Joint,2402 N High St,Columbus,US,43202,OH,Pizza Place,Cheese Pizza,8.99,USD,
The Pizza Joint,2402 N High St,Columbus,US,43202,OH,Pizza Place,Chicken Alfredo Pizza,16,USD,
The Pizza Joint,2402 N High St,Columbus,US,43202,OH,Pizza Place,Chicken Bacon Cheddar Pizza,16,USD,"Chicken, bacon, cheddar cheese."
The Pizza Joint,2402 N High St,Columbus,US,43202,OH,Pizza Place,Chicken Bacon Ranch Pizza,16,USD,"Chicken, bacon and ranch"
The Pizza Joint,2402 N High St,Columbus,US,43202,OH,Pizza Place,Chicken Cordone Bleu Pizza,16,USD,"Chicken tenders, ham, honey mustard, and extra cheese"
The Pizza Joint,2402 N High St,Columbus,US,43202,OH,Pizza Place,Chili Cheese Fries Pizza,16,USD,"Chili, french fries, extra cheese"
The Pizza Joint,2402 N High St,Columbus,US,43202,OH,Pizza Place,Cinnamon Dessert Pizza,3.99,USD,Same size as pizzas
The Pizza Joint,2402 N High St,Columbus,US,43202,OH,Pizza Place,Four Cheezer Pizza,16,USD,"Mozzarella, cheddar, ricotta, parmesan"
The Pizza Joint,2402 N High St,Columbus,US,43202,OH,Pizza Place,French Canadian Pizza,16,USD,"French fries, ham, extra cheese"
